1150;5389;7366;2218;9291
3631;7318;4674;1843;4342
5005;4196;826;3507;2475
4177;5623;1047;8441;8503
9285;4337;3500;5992;400
2526;8945;2436;8434;5975
2187;430;2749;1210;6632
6762;211;7633;734;1158
5197;4116;1122;5071;4792
8765;2668;5560;2835;3714
4641;5429;2320;3243;4197
6095;9438;9767;7511;5695
5074;566;1775;183;1365
3657;6980;5968;4418;9210
4305;6307;4303;3653;444
2012;3112;1447;9696;3341
2516;9574;9097;3988;9389
3634;1038;4127;2478;895
2356;8622;3269;1624;1169
1369;7079;5806;7928;6824
1284;3731;4735;6719;436
2552;2708;8151;1202;7651
9108;3929;5109;6837;7136
7677;8705;5470;3352;3805
9605;6005;2310;2175;7367
9963;6107;6966;7970;6107
3112;602;6732;5362;2554
6932;1031;7324;6483;1329
4168;5655;6473;7537;9836
2993;9567;6580;3485;8971
7541;5690;7704;5270;5495
4442;4141;7827;632;3291
6906;3044;3146;1926;8536
9004;3925;9315;1008;3943
7093;4848;1412;4155;5192
6577;7598;7448;350;5776
2690;992;8905;9984;6059
1260;9676;7554;8450;6366
2531;943;7984;4370;6923
2479;3790;9117;1067;4280
3954;349;7243;1020;2341
5029;291;5496;3553;7417
4797;5885;9758;6865;2418
1642;9665;7055;538;6707
9480;7556;9838;7223;8863
5658;8615;1407;5972;9717
7102;5462;8234;7528;1391
3995;917;2682;1491;3144
9546;9712;2374;3633;8761
2447;9435;8091;4227;3068
8609;260;6324;8845;8531
4717;4247;9306;8938;9101
2988;8604;4547;473;9023
4225;9618;7483;3174;3465
5358;7419;4249;7433;7182
710;3767;2464;9222;672
9976;354;9966;4288;4976
9636;8919;5775;8965;5350
9427;6693;4489;8115;9615
2180;7661;2834;9507;2988
3207;8305;9619;8489;128
4857;9230;3721;4843;8194
850;2467;4936;4779;3699
2547;5727;9426;1596;5758
4029;2823;5850;4988;667
6363;5337;9617;4923;8775
7122;5834;9679;9005;8428
6218;3107;5552;7509;2079
9893;9551;9418;2865;7488
3627;2441;5719;5495;2579
1338;2952;1736;9302;3797
4496;6458;805;3948;8742
2318;1830;5573;4822;8071
9540;2338;1118;7313;2871
4269;2565;1871;6023;8718
9947;6926;9338;6732;5555
5063;272;5398;9408;569
2489;9096;5807;4343;3878
7186;8603;1906;7535;6987
6991;8389;1478;4382;7828
1192;5592;866;5156;6055
6296;3809;7798;3727;1323
7476;7287;6197;9285;8012
8373;718;808;1164;7516
2437;9257;1226;5674;6488
8357;1578;6437;7392;223
2710;361;5682;284;9050
3067;8848;940;5811;3696
8881;1964;8780;6680;7265
718;4216;5995;8533;5983
2713;1082;2204;3966;302
4214;3962;8066;3942;8315
3796;7429;5785;5235;894
9877;6820;6079;6852;9290
2419;542;6138;7456;2604
2347;6664;2074;8718;2073
3161;2059;4755;3136;8354
217;8909;1745;4855;8488
3905;5332;2408;407;8462
3188;4799;1138;4782;9734
3981;7843;5669;5805;399
2226;2414;9611;5711;9157
968;3962;948;5691;3605
7557;4001;6162;3185;9668
4035;858;7758;2809;3078
2921;9622;1707;7384;8176
8448;1099;1157;2203;9155
8800;5078;1251;9766;1674
7053;8649;6864;2728;8857
3597;7531;9110;5776;7129
4876;9590;5690;6861;5458
7820;4766;4227;6745;5930
9874;2440;8014;8291;2012
1558;8397;9020;2468;4999
3375;4317;1753;6868;4219
849;5504;6532;1243;5137
9682;9556;3621;4915;2901
3821;9549;6048;4653;6543
8469;8106;4654;3992;6696
708;8262;8927;3404;1747
9169;8244;2471;7311;4726
6670;1239;2377;5792;3210
4659;5518;7559;1463;4927
4591;2796;7742;9560;920
7567;3427;2695;8484;8201
7709;1535;6333;6325;4375
1303;9565;3605;7505;7037
5378;8897;6143;9003;9061
7740;2475;236;3288;637
757;716;1338;9179;9270
1510;3688;3162;8154;2526
3858;6154;1543;5036;9245
3680;26;2532;4700;2191
5073;9489;2764;8023;5660
9588;3743;4819;6619;536
3761;9479;8114;2825;2965
8832;9581;9991;2577;6186
9268;7691;6065;7359;8320
9401;4422;9455;5130;5822
998;4145;1427;5065;6805
2721;8481;7432;3683;3663
2462;7189;2117;5593;4891
1634;1078;9280;6454;4857
7823;3653;6426;1853;1801
187;8726;7716;4447;4641
9289;2596;3339;4324;4083
1542;4662;2195;9985;3464
497;6600;4457;1812;6052
1600;7126;5656;2383;5063
2426;5716;9809;3216;616
8497;4626;3716;397;1935
7906;7452;2935;3648;4223
6236;2574;4602;8566;9092
669;4196;5979;7624;7349
1075;7684;258;450;7027
5743;4832;3097;3746;5272
2103;9199;2613;6378;7987
7353;3258;2442;7783;8628
6555;4203;1624;3486;6860
3077;6986;6994;8573;2497
1402;6898;7838;6038;6040
4525;343;3736;8264;797
9077;2447;9983;1736;6156
8193;9186;2227;297;1233
176;4201;7537;7293;8353
9995;9659;4605;5633;4686
9919;638;4836;5072;2421
8861;6360;9429;6525;4117
6658;5907;7565;2110;7909
4450;8499;9527;1003;4068
3271;5183;152;6840;6186
3629;20;8407;63;1630
4136;8594;1722;8435;2575
5591;3748;5542;7614;6693
4104;1766;997;3316;4542
2570;5400;3050;1004;6557
8928;146;6640;1858;6706
8977;4987;1458;5989;3989
7628;7931;2117;6097;5072
9503;5948;4906;2878;9039
5301;9259;8002;4180;5282
2854;804;607;6648;6168
2590;9608;7552;6817;2413
7417;2884;7911;9773;6114
6485;6174;2259;6850;8667
5681;6307;345;3858;7578
5754;6767;1979;1588;9247
1214;9477;3906;1395;6639
6197;7045;7138;2443;4659
4800;2806;3745;6596;4220
741;7744;3514;4782;4692
2125;7084;379;2347;118
9885;646;9121;1013;6915
6211;1933;6552;9977;2418
8920;2542;4129;3388;593
6107;9876;3916;3171;8490
7441;620;7188;4398;3820
2070;814;9444;239;4132
477;288;9910;6267;1753
3254;7903;3547;4579;18
3108;5198;4391;3867;2959
2838;6236;4327;6095;713
8139;1675;1978;9972;6478
7811;3177;6243;6996;4230
2464;8020;3949;10000;4215
8105;5996;683;1609;9300
3880;5137;1433;2296;4178
2475;6789;1956;3878;4838
3453;7921;3618;3090;9811
8041;6013;7275;4576;3715
8703;561;8544;8723;2021
5050;7043;9445;5700;4814
2794;7741;3631;4772;7969
9742;1954;2661;10000;571
9114;312;3621;9520;8587
9374;4632;2776;9577;9492
207;9392;1105;2781;1508
5815;4237;3539;8636;2627
9281;2433;4428;2550;9011
12;8777;3156;860;2388
9360;1580;592;2094;8544
2506;2378;6498;8281;6493
6768;5493;2003;5657;2250
9881;4720;3798;9335;3301
2245;9999;4316;4988;4439
9360;9666;6541;785;8578
7815;3470;5759;2785;3974
4594;9672;7564;8105;4365
4727;8797;1386;7173;8142
3088;8058;6497;6879;9085
1655;7139;7062;3125;6031
4623;5718;9833;1102;5882
2404;6079;3099;7112;1684
2037;7647;8353;8341;9386
9902;3537;7045;4714;7628
2522;2960;2076;6158;8884
6816;3685;2000;1175;7575
8493;6859;3053;2039;7531
4367;1414;3009;2855;4210
7458;6608;1053;7198;4561
8423;6452;9555;5689;6281
8229;963;4438;8394;3049
5974;6036;8047;1650;132
2108;2045;1708;3453;2174
88;8317;9059;526;4799
680;8732;1628;4486;9102
1074;4996;8624;6044;1975
594;7172;671;8866;714
7319;6309;3689;3705;124
5603;2923;1165;849;7413
4466;322;291;7992;1921
1362;3619;6421;7899;5239
2373;5955;7105;6471;6808
7017;662;3955;9714;7239
5882;7887;712;8559;2780
3278;5895;2963;2358;8845
5501;1469;404;3856;4466
854;3764;7278;1308;3177
7746;2507;2038;6044;4492
5319;4599;6359;6727;2727
9678;8957;3445;7056;7316
6164;851;7736;6617;2186
7111;3837;4133;2526;3470
7135;4029;6221;8672;8331
6933;1854;4928;5917;5255
8574;5614;1843;2644;6427
436;4205;8724;8141;6897
5891;6698;8924;6129;8960
166;7248;9666;3137;8791
9302;7683;1948;1192;1804
9805;9139;4871;6508;1290
3547;8203;9801;8458;1020
9547;1822;3085;6065;7272
7249;9118;4200;3454;8687
6067;8772;7004;8909;9631
8218;3383;1340;9112;639
7599;3110;4939;4426;7570
5145;2178;3327;6354;2525
5512;6491;1494;1848;2965
6112;7569;9650;7868;9365
8769;106;1506;513;7856
5895;5072;6229;8778;7984
2890;8340;9285;4963;2393
9238;31;9630;855;8160
8433;3001;8695;1952;6462
1656;5602;725;8479;8708
2962;687;982;9492;1974
160;8549;1393;7696;7602
6540;9572;7843;9387;5047
7948;7254;7158;1122;5152
3499;8064;3262;3527;1407
8131;2789;4825;9852;2655
7620;3062;305;1054;5984
2960;3784;5999;6264;1446
7600;8348;3390;7217;3363
6947;7930;9835;8786;9230
8104;3867;9340;9083;8656
6279;4511;1420;3806;2121
4672;2234;3256;1883;6070
8063;5591;6207;3143;1046
9956;4070;9799;7790;6897
1435;7121;892;1007;4155
1619;2371;1834;9187;6091
4322;912;9025;18;4771
213;1581;4486;1370;8968
5608;7915;8221;2060;896
863;3880;8668;4092;2804
5906;862;9485;7938;4926
2235;8905;2903;9212;6112
1061;6897;507;7391;2790
2389;4185;132;6625;6767
1501;8069;2851;2612;4370
9180;2011;9145;4738;7960
635;6328;5051;1338;6257
2840;7262;2541;9242;2887
9803;6177;9653;9282;8019
6712;9576;9250;6252;6476
2088;8830;9172;6666;4271
6274;8254;315;5426;5093
6189;4998;5381;297;4080
8149;2887;3838;1328;4127
6642;9083;8068;8156;7243
6256;9655;7613;3269;4288
6446;3155;635;602;9343
3533;1368;2901;5771;4064
5148;656;6354;22;4269
7565;8035;1799;4263;7583
7554;7840;6862;2697;2870
7235;5499;6909;3596;1514
9337;291;842;2386;4433
4817;4456;6024;9384;4027
598;5634;1138;5485;4532
4550;7515;7190;5616;9243
9307;2176;3721;2046;3604
7727;3408;2519;1596;8530
1544;3033;2072;7418;4787
7604;3955;2011;2247;3105
5958;6086;3709;8860;4327
5731;7656;4108;1562;4591
9450;3036;6446;9333;8123
3051;6979;3651;5829;2992
252;976;7423;7626;9549
5364;3159;8020;8701;8757
5305;5776;1271;5654;7899
9042;6912;5281;607;9070
1424;4953;4226;2580;6364
1965;8967;639;2641;3666
2459;446;8343;5041;418
9649;9109;1593;1786;9720
8253;1235;8855;2476;7764
623;4640;7139;6722;6575
1447;1039;3267;3821;4290
3010;8396;5974;1591;392
4228;9551;7095;4755;5043
6308;9506;2951;2269;8689
4855;1352;9247;3554;3464
4368;1498;9008;7256;1478
3678;8403;2053;4087;4357
6481;5917;6931;7120;8440
1417;961;1046;9068;4316
1633;2054;1806;7683;6894
9021;8699;5320;9148;7508
7445;9656;8195;3377;3642
6982;2539;5776;9298;9830
3384;3968;50;7833;659
2973;314;9191;6865;529
3426;1316;6547;8842;7892
9382;4402;7261;1186;599
2283;1631;8093;1748;3172
4162;5730;4422;1262;3554
9985;2686;363;1149;9332
3507;8962;6413;9101;2544
6117;5684;4249;8625;5975
3282;6682;475;6590;8862
8129;2997;8404;1205;8276
5405;9063;4908;783;735
2951;3542;8804;6338;5163
4770;5047;1753;4061;3349
8013;3928;8203;201;530
6982;8440;1422;7739;8298
6647;6967;1104;4151;8300
9152;4144;4813;2882;9328
1178;2549;4766;6741;9852
8290;6299;4650;6404;6998
3018;2540;781;2385;5883
9583;3233;4363;8116;5899
4108;8263;1676;5462;2304
7575;9982;4420;5636;3206
7471;7627;7532;3337;1259
1668;6342;7732;515;2098
7096;138;9629;1866;7025
8128;4370;3549;3505;8584
9503;3167;1932;6145;7454
8201;2680;8389;7564;2599
2442;969;1013;793;7625
8016;9551;6972;298;2744
5838;519;3553;539;6274
8813;2780;2675;7610;6025
6506;2197;3841;8802;9392
3954;5223;4275;4377;2921
2834;6779;5739;8735;3307
6103;5585;8893;114;5581
806;8409;8080;6693;8824
1986;4591;1073;7315;8077
6237;9708;9149;2887;181
8738;9477;3204;2191;5078
7311;4224;5343;4550;2451
133;5529;7464;1407;386
5120;5441;3513;9200;7094
8779;777;8238;1006;63
7955;3156;8495;4175;1712
887;8808;335;3177;3143
8333;4908;771;7293;9239
4343;1661;4264;5316;559
4206;8337;2138;8922;277
7775;758;4468;891;176
4817;7988;9574;7993;5611
6297;2206;7659;7854;7989
5373;1138;1250;9622;1644
8190;9757;3308;8279;7129
9127;3179;3015;8198;6793
5634;4673;1716;9489;8953
8970;9084;1829;2442;1441
5794;8347;3859;858;9798
2553;8325;2356;7182;9845
9454;5665;37;3375;8023
243;6707;7995;7167;4219
5500;2286;9796;7619;5733
4757;931;8760;3758;5396
6279;8089;7434;7175;9395
6806;7469;3105;7919;1489
1158;8322;2540;4820;2753
3092;5021;6383;7510;7203
212;5540;2714;5124;8405
203;506;1517;264;9387
7487;5070;3138;9459;3489
9715;2369;3652;7118;7204
5629;6657;7467;5421;6935
2547;1554;2616;8280;5229
711;8922;7375;3389;2125
9005;2878;5891;6070;1565
8396;5;3126;8147;640
7408;6623;443;173;9685
7789;3690;4102;8235;8206
2851;1000;7548;1113;4566
3842;7501;5839;638;4326
2591;1163;1544;1578;8172
7707;8235;3845;3027;1083
8077;7329;7222;3117;9138
8547;6185;2967;7865;1174
4725;8529;9158;704;7546
8377;831;3653;1443;3070
2267;5643;8813;9215;7279
5121;8801;7861;298;5895
3181;4946;9532;3283;3096
1876;9072;7746;9405;6539
9707;502;5271;154;9478
8426;4482;4993;5928;3820
725;5148;7632;5886;5770
4446;8943;8871;6480;1927
1377;9558;7435;4195;9120
2845;2586;4340;9634;9007
980;1770;6143;3483;3902
654;2120;7532;1461;8293
5389;6440;3179;294;875
4719;2499;7621;3802;6150
1696;1940;3194;6497;9081
8826;2263;3872;22;5545
261;3268;1582;2724;7802
398;6571;406;9964;8724
5297;6011;6980;1624;4689
2724;4099;4884;3561;4180
5326;1201;7834;6365;8549
3139;9917;6882;7311;197
5985;4254;2706;4081;7675
1679;1346;3961;8415;8986
3274;4875;3069;6730;5431
8194;892;7686;4125;499
1375;6788;6617;5771;5023
5159;6446;3815;9372;4638
3013;9967;6268;4823;1613
5227;370;498;7308;1153
1152;4118;3908;1788;2720
778;1900;8483;2271;453
3702;2719;1577;6900;1125
9931;6615;5732;8094;4353
9784;2559;2653;6598;6629
9237;4514;5947;9384;4373
2149;6534;5142;5467;9283
1725;6129;2653;1028;7869
9228;9932;6684;2173;8962
9679;7188;7432;2479;396
6608;3321;420;8355;9378
9880;4345;6338;7406;8176
8431;9545;81;5790;4831
6001;635;6134;8395;3622
3543;3521;2108;9494;135
3282;2881;5828;44;9935
6263;2538;8706;2913;403
2968;2071;9152;3202;2627
8882;7438;8888;7726;9599
8423;3090;8060;7636;2180
5169;1594;7181;600;5454
8207;9476;1373;3444;1910
1176;6954;4929;8108;9208
885;5869;9672;8846;9627
1827;2650;6598;7140;7244
422;4415;7641;2183;2810
5259;6727;1453;2565;2824
2536;996;7583;194;9205
9808;9811;4866;453;393
2977;4718;4293;3278;5619
7562;1240;9553;334;9022
5453;3844;3537;7788;7320
2233;575;9170;1909;6470
8324;1752;5696;7693;2803
6978;8219;7453;5678;5237
7106;8109;1032;9110;9380
7481;4652;6066;2026;9016
8590;1702;8785;5511;1105
5589;2694;7777;7404;5013
2210;4235;939;7052;1466
6402;8363;2195;6988;8557
5814;7136;1516;5325;9789
9437;8216;6461;5369;6280
1948;4135;1019;5377;1012
6142;6658;7688;7419;1572
2287;4140;4387;866;9937
4752;1079;8055;6366;4099
8731;1305;2103;4323;1216
6897;4094;5210;5711;6525
3957;1126;5387;4327;6642
9183;1903;9220;3450;8848
2495;8820;8558;13;5642
2602;8629;241;8802;1292
8848;2116;1397;4009;7696
3467;3006;1169;8245;2991
1806;5922;9432;5246;9585
6395;4407;1651;8402;7177
2485;6586;7577;8757;2539
8489;3246;8332;6159;6401
3078;8162;4006;517;1727
9074;5443;9738;4600;2271
3256;9948;8346;1658;8059
962;8136;3039;2047;9397
4096;1245;4404;5352;7132
3132;3762;7420;3875;4027
9829;6210;2959;5423;3897
1763;462;2623;836;4754
3125;2311;2861;8054;603
9579;2636;5567;2506;397
7283;3917;6220;234;1429
7314;8708;6523;7518;6652
2408;8969;891;6153;2491
1847;5755;8391;947;1439
9738;9095;2715;2555;4368
6792;8485;9404;9822;2687
8971;6719;6001;3348;1136
4203;9439;7280;6319;360
2227;4401;2991;9187;487
5123;3379;5960;728;235
1041;6862;4046;6386;1833
3239;4849;6240;6456;5716
9430;2180;1816;8555;7317
5384;2059;626;2705;9037
9100;4893;2595;6674;2645
3538;8296;5696;5765;9867
5086;222;8025;6235;9652
622;8256;2782;3757;8017
